
1,41
2,35
3,51
4,56
5,52
6,51
7,32
8,32
9,36
10,37
11,59
12,52
13,50
14,54
15,39
16,54
17,56
18,40
19,64
20,60
21,52
22,32
23,34
24,36
25,59
26,35
27,53
28,42
29,62
30,58
31,52
32,55
33,68
34,60
35,43
36,40
37,39
38,37
39,35
40,35
41,37
42,37
43,35
44,29
45,61
46,50
47,53
48,34
49,53
50,54
51,55
52,53
53,53
54,56
55,72
56,27
57,32
58,35
59,52
60,55
61,26
62,61
63,78
64,70
65,73
66,35
67,34
68,56
69,66
70,66
71,67
72,82
